Movie_name,Adult,GenreList,Budget,Popularity,VoteAvg,VoteCount,Overview,Tagline,Revenue,ReleaseDate,Runtime,OriginalLanguage,ProductionCompany,ProductionCountry,SpokenLanguage
Lightyear,False,"['Science Fiction', 'Animation']",0,3.913,0.0,0,"The definitive origin story of the original Buzz Lightyear that reveals how the young test pilot became the space ranger he is today, the film will be the same crowd-pleasing action film that started the Buzz Lightyear toy line in the Toy Story universe.",,0,2022-06-16,0,en,"[['Walt Disney Pictures', 'US'], ['Pixar', 'US']]",['US'],['en']
Kings Of Astoria,False,"['Crime', 'Drama']",5000,4.285,0.0,0,"From indie filmmaking partners Giuseppe and Giacomo Davi comes a new, startlingly original take on the mob movie genre. Freshly released from prison after being arrested at the young age of 16, former crime boss Giuseppe Todd has to come to terms and grow with a crime family that's moved on without him.",Family Before All.,0,2022-06-17,105,en,"[['Davi Productions', '']]",['US'],[]
Jurassic World: Dominion,False,"['Adventure', 'Action', 'Science Fiction', 'Thriller']",0,34.619,0.0,0,Plot unknown.,,0,2022-06-09,0,en,"[['Amblin Entertainment', 'US'], ['Universal Pictures', 'US'], ['Legendary Pictures', 'US'], ['Perfect World Pictures', 'CN']]",['US'],['en']
Elvis,False,"['Drama', 'Music']",0,6.186,0.0,0,"A biopic about Elvis Presley, with focus on his early years.",,0,2022-06-03,0,en,"[['Bazmark Films', ''], ['Warner Bros. Pictures', 'US']]","['AU', 'US']",['en']
Dungeons & Dragons,False,"['Fantasy', 'Adventure', 'Family']",0,5.258,0.0,0,"Based on the popular dice board game and live-action remake to the 80s cartoon of the same name, where a group of misfit teens get teleported to a fantasy realm.",,0,2022-05-25,0,en,"[['Sweetpea Entertainment', ''], ['Hasbro', ''], ['Paramount', 'US'], ['Vertigo Entertainment', 'US'], ['Entertainment One', 'CA']]","['CA', 'US']",['en']
Untitled Disney Live Action Project (1),False,['Family'],0,10.563,0.0,0,Plot unknown.,,0,2022-05-27,,en,"[['Walt Disney Pictures', 'US']]",['US'],[]
John Wick: Chapter 4 - Baba Yaga of the North,False,"['Action', 'Crime', 'Thriller']",0,64.193,0.0,0,,,0,2022-05-25,0,en,"[['Lionsgate', 'US'], ['Summit Entertainment', 'US'], ['Thunder Road', 'US'], ['87Eleven', 'US']]",['US'],['en']
Legally Blonde 3,False,['Comedy'],0,5.056,0.0,0,The sequel to the two famous Legally Blonde movies.,,0,2022-05-20,0,en,"[['Marc Platt Productions', 'US'], ['Hello Sunshine', 'US'], ['Metro-Goldwyn-Mayer', 'US']]",['US'],['en']
League of the Super-Pets,False,"['Animation', 'Adventure', 'Action', 'Family', 'Comedy']",0,3.872,0.0,0,Animated Film About The Pets of  DC Heroes,,0,2022-05-19,0,en,"[['Warner Bros. Pictures', 'US'], ['Warner Animation Group', 'US'], ['DC Entertainment', 'US'], ['DC Comics', 'US']]",[],[]
Untitled Blumhouse Productions Project (I),False,['Horror'],0,10.101,0.0,0,Plot unknown.,,0,2022-05-13,,en,"[['Universal Pictures', 'US'], ['Blumhouse Productions', 'US']]",['US'],['en']
"Adam Jensen: The Life, The Loss & The Grind",False,['Documentary'],0,3.417,0.0,0,"Take a journey through the eyes of 24-year-old aspiring professional skateboarder, Adam Jensen to see how skateboarding is the perfect tool in overcoming life’s most difficult obstacles. Those closest to Adam will make their comments about his life, and potential to achieve notoriety in his professional career through his trials and triumphs.",Take Life One Bail At A Time,0,2022-05-08,10,en,"[['Into The Iris Media', '']]",['US'],['en']
Thor: Love and Thunder,False,"['Action', 'Adventure', 'Fantasy', 'Comedy', 'Science Fiction']",0,28.195,0.0,0,The fourth installment of the Marvel Studios' Thor movie series.,,0,2022-04-28,0,en,"[['Marvel Studios', 'US']]",['US'],['en']
Fili di memorie,False,['Drama'],14000,0.889,0.0,0,,,0,2022-05-04,0,it,[],[],['it']
Mayday,False,"['Thriller', 'Drama']",0,1.14,0.0,0,Upcoming film,,0,2022-04-29,0,hi,"[['Ajay Devgn FFilms', '']]",['IN'],['hi']
The Lost City of D,False,"['Comedy', 'Action', 'Romance']",0,6.003,0.0,0,"Follows a reclusive romance novelist who was sure nothing could be worse than getting stuck on a book tour with her cover model, until a kidnapping attempt sweeps them both into a cutthroat jungle adventure, proving life can be so much stranger, and more romantic, than any of her paperback fictions.",,0,2022-04-13,0,en,"[['Paramount', 'US'], ['Fortis Films', 'US'], ['3dot Productions', ''], ['Exhibit A Film', 'US']]",['US'],['en']
भेड़िया,False,"['Horror', 'Comedy']",0,0.6,0.0,0,Upcoming Hindi movie...,,0,2022-04-14,0,hi,"[['Maddock Films', 'IN'], ['Jio Studios', '']]",['IN'],['hi']
Salaar,False,"['Crime', 'Action', 'Thriller']",0,0.905,0.0,0,Upcoming Pan India Movie directed by Prashant Neel starring Young Rebel Star Prabhas,,0,2022-04-14,0,te,"[['Hombale Films', 'IN']]",['IN'],"['en', 'hi', 'kn', 'ml', 'ta', 'te']"
After Ever Happy,False,['Romance'],20000000,1.09,0.0,0,"As the shocking truth about each of their families emerges, Tessa is no longer the sweet, simple, good girl she was when she met Hardin—any more than he is the cruel, moody boy she fell so hard for. Tessa understands all the troubling emotions brewing beneath Hardin’s exterior, and she knows she’s the only one who can calm him when he erupts.",,0,2022-04-14,0,en,"[['Voltage Pictures', 'US'], ['Wattpad', 'US'], ['Briarcliff Entertainment', 'US'], ['Open Road Films', 'US'], ['Offspring Entertainment', 'US'], ['Frayed Pages Entertainment', '']]",['US'],['en']
Obituary Love Morphine,False,"['Mystery', 'Drama']",0,1.053,0.0,0,A man and a woman exploring their organic life in exchange for their pseudo-existence in a world that never exists.,,0,2022-04-11,0,en,"[['Zero Degree Arts', '']]",['IN'],[]
Sonic the Hedgehog 2,False,"['Family', 'Science Fiction', 'Comedy']",0,52.805,0.0,0,,,0,2022-04-06,0,en,"[['Paramount', 'US'], ['SEGA', 'JP'], ['Original Film', 'US']]",['US'],['en']
The Bad Guys,False,['Animation'],0,4.182,0.0,0,"Five notorious villains–Mr. Wolf, Mr. Snake, Mr. Piranha, Mr. Shark and Ms. Tarantula–who’ve spent a lifetime together pulling off big heists.",,0,2022-04-08,0,en,"[['DreamWorks Animation', 'US'], ['Universal Pictures', 'US']]",['US'],['en']
Mike Mignola: Drawing Monsters,False,['Documentary'],0,1.155,0.0,0,"As one of the most successful independent comic book creators, Mignola has inspired generations of writers and artists. Mike Mignola: Drawing Monsters provides an in-depth look at his legacy, from the beginning of his career working as an inker for Marvel Comics to his success with Hellboy. The film features never-before-told revelations from Neil Gaiman about the Mignolaverse and the production of Guillermo Del Toro’s Hellboy II, and an interview with Steven Universe creator Rebecca Sugar discussing Mignola’s influence on her creation.",,0,2022-04-01,0,en,[],[],[]
Turning Red,False,"['Animation', 'Comedy', 'Family']",0,3.936,0.0,0,"Thirteen year old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",,0,2022-03-09,0,en,"[['Walt Disney Pictures', 'US'], ['Pixar', 'US']]",['US'],['en']
Doctor Strange in the Multiverse of Madness,False,"['Fantasy', 'Action', 'Horror', 'Thriller', 'Adventure', 'Science Fiction']",0,19.144,0.0,0,"Dr. Stephen Strange's continuing research on the Time Stone is hindered by a friend-turned-enemy, resulting in Strange unleashing unspeakable evil.",,0,2022-03-23,0,en,"[['Marvel Studios', 'US']]",['US'],['en']
Untitled Luv Ranjan's Project,False,['Action'],0,1.748,0.0,0,,,0,2022-03-18,0,hi,"[['T-Series', 'IN'], ['LUV Films', 'IN']]",['IN'],['hi']
Untitled Nickelodeon Movies Project (2),False,[],0,0.947,0.0,0,,,0,2022-03-18,0,ru,"[['Nickelodeon Movies', 'US']]",[],[]
Worst Day,False,['Drama'],0,1.551,0.0,0,A man’s worst day has a silver lining.,,0,2022-03-17,5,en,"[['Into The Iris Media', '']]",['US'],['en']
Jason Charger 3,False,['Action'],200,2.165,0.0,0,After years on the run Jason Charger is back to settle the score,When Heroes Fall... Legends Rise,0,2022-03-15,0,en,"[['Innovative Arts', '']]",[],['da']
Untitled Universal Musical Event,False,['Music'],0,0.6,0.0,0,Plot unknown.,,0,2022-03-11,,en,"[['Universal Pictures', 'US']]",['US'],['en']
The Intern,False,"['Drama', 'Family']",0,1.147,0.0,0,The Intern is reported to be the official Indian remake of the 2015 Anne Hathaway and Robert De Niro film of the same name.,,0,2022-03-11,0,en,"[['Athena Films', ''], ['Warner Bros. Pictures (India)', '']]",['IN'],['hi']
The Angry Birds Movie 3,False,"['Animation', 'Comedy', 'Action', 'Adventure', 'Family']",0,5.918,0.0,0,,,0,2022-03-10,0,en,"[['Sony Pictures Animation', 'US'], ['Rovio Animation', 'FI'], ['Columbia Pictures', 'US']]",[],[]
とつくにの少女,False,"['Animation', 'Drama', 'Mystery', 'Fantasy']",0,0.935,0.0,0,"Once upon a time, in a far, faraway place, there were two lands. The world was divided into an inner land and an outer land. People feared the outer land, inhabited by eerie beings, the carriers of curse. One day, on the border to the inner land inhabited by humans, one such being finds a girl on heaps of abandoned dead bodies.The girl says her name is Shiva and shows affection to the ""being"" who found her, calling him ""Teacher."" This is a story of two people—one human, one inhuman—who linger in the hazy twilight that separates night from day.",,0,2022-03-10,60,ja,"[['Wit Studio', 'JP'], ['Sound Team・Don Juan', 'JP'], ['FlyingDog', 'JP']]",['JP'],['ja']
Paranormal Activity 7,False,['Horror'],0,4.945,0.0,0,Plot TBA.,,0,2022-03-04,0,en,"[['Blumhouse Productions', 'US'], ['Paramount', 'US']]",['US'],['en']
Beneath Her Shroud,False,"['Mystery', 'Drama']",0,2.131,0.0,0,"After the nocturnal collision, an 80-year-old woman dreadfully left her home in search of a contemporary identity to discern an invulnerable womb for her leftover life. During this journey, she congregated with several anonymous women with a congenial mind from oppugnant clans at different climes. One monsoon noon, she came to the grave of a girl child, where finally, she met with her existence.",Imagine a world without woman,0,2022-03-08,0,en,"[['Zero Degree Arts', '']]",[],[]
The Batman,False,"['Action', 'Crime', 'Drama']",0,44.461,0.0,0,,,0,2022-03-03,0,en,"[['DC Entertainment', 'US'], ['Warner Bros. Pictures', 'US'], ['DC Films', 'US'], ['6th & Idaho', 'US'], ['DC Comics', 'US']]",['US'],['en']
The Maugly,False,['Animation'],0,0.898,0.0,0,,,0,2022-03-03,0,ru,"[['Belarusfilm', 'BY']]","['BY', 'PL', 'UA']",['ru']
The Primevals,False,"['Science Fiction', 'Fantasy']",0,0.899,0.0,0,"With The Primevals (David Allen's dream project) , David had brought together all the elements he wanted to explore in science fiction/fantasy filmmaking. In the mid-90s, Charles Band and Allen officially began production of THE PRIMEVALS. With lavish sets constructed in Romania and exotic locations like the Italian Alps, David Allen directed his pet project.  After the live action photography was completed, Allen and his crew began the exhaustive work on the intricate effects of lizard warriors, monsters, a Kong-like Yeti. Yet sadly David Allen died before all of the stop motion could be done shelving it for years. But full moon is working on finishing the stop motion and is planning a release in December of 2019 on there streaming service and three disc blu ray set.",A Civilization Lost in Time... Invaded One Million Years Ago,0,2022-03-01,0,en,[],[],['en']
Personalien,False,['Drama'],0,0.999,0.0,0,"In an ambiance loaded with tension, intellectual doubts and creative frustration, Rainer Werner Fassbinder writes and teaches the staging of a theater piece about the 18th century Libertiage at a great theater in Berlín.",,0,2022-02-27,0,ca,"[['Andergraun Films', 'ES'], ['ICEC', 'ES']]",['ES'],['ca']
The Fishnet Hypothesis,False,"['Thriller', 'Comedy']",0,1.198,0.0,0,"Miranda, a mermaid obsessed internet personality known for her quirky makeup tutorials, has placed an ad for a production assistant. Todd, the first of many to respond, has been chosen for an interview. Miranda films the interview process under the premise that she’d like her audience to connect with the person she chooses as well. During the interview, things get stranger and stranger, and the day quickly unravels into something Todd could have never expected.",Catch and release isn't an option...,0,2021-02-05,62,en,"[['Woodland Studios', '']]",['US'],['en']
LasseMajas Detektivbyrå - Skorpionens gåta,False,[],0,1.4,0.0,0,,,0,2022-02-25,0,sv,"[['SF Studio', 'SE'], ['Film i Väst', 'SE'], ['SVT', 'SE']]",['SE'],['sv']
Luck,False,"['Animation', 'Comedy']",0,4.433,0.0,0,"The unluckiest girl in the world, who after stumbling upon the never-before-seen world of good and back luck, must join together with magical creatures to uncover a force more powerful than even luck itself.",,0,2022-02-18,0,en,"[['Skydance Animation', 'US'], ['Ilion Animation Studios', 'ES']]",['US'],['en']
Rumble,False,"['Family', 'Comedy', 'Animation']",0,9.244,0.0,0,"In a world where monster wrestling is a global sport and monsters are superstar athletes, teenage Winnie seeks to follow in her father’s footsteps by coaching a loveable underdog monster into a champion.",The biggest underdog story ever.,0,2022-01-22,0,en,"[['Paramount', 'US'], ['Paramount Animation', 'US'], ['Reel FX Creative Studios', ''], ['WWE Studios', 'US'], ['Walden Media', 'US']]",['US'],['en']
Ambulance,False,"['Action', 'Thriller']",0,3.97,0.0,0,Two partners in crime commit a robbery and are forced to steal an ambulance during their getaway.,,0,2022-02-17,0,en,"[['Bay Films', ''], ['Endeavor Content', 'US'], ['New Republic Pictures', 'US'], ['Project X Entertainment', '']]",['US'],['en']
Uncharted,False,"['Adventure', 'Action']",0,11.795,0.0,0,"A descendent of explorer Sir Francis Drake uncovers the location of the legendary El Dorado. With the help of his mentor and an ambitious journalist he works to uncover its secrets while surviving on an island filled with pirates, mercenaries, and a mysterious enemy.",,0,2022-02-17,0,en,"[['Columbia Pictures', 'US'], ['Sony Pictures', 'US'], ['Atlas Entertainment', 'US'], ['Avi Arad Productions', 'US'], ['PlayStation Productions', 'US']]",['US'],['en']
Ardhangini,False,[],0,2.037,0.0,0,Upcoming Bengali Movie Directed by Kaushik Ganguly,,0,2022-02-17,0,en,[],['IN'],['bn']
Vo Ladki,False,[],137165,0.6,0.0,0,"Pathik, decides to move on from every memory of Devyani and goes to meet her one last time with a thought of returning the wrist watch.",Can he erase memories?,0,2022-02-14,0,hi,[],[],['hi']
Sempre più bello,False,"['Romance', 'Comedy']",0,1.4,0.0,0,,,0,2022-02-14,0,it,"[['Eagle Pictures', 'IT'], ['Film Commission Torino Piemonte', 'IT']]",['IT'],[]
Spider-Man 4 Fan Film,False,"['Action', 'Adventure']",0,1.404,0.0,0,Spider-Man returns to face his greatest challenge yet as he faces off against The Vulture.,,0,2022-02-12,2,en,[],[],[]
Marry Me,False,"['Comedy', 'Romance', 'Music']",0,6.924,0.0,0,Explores the possibilities of what might happen when a superstar marries an average Joe as a joke and discovers that perhaps there are no accidents.,,0,2022-02-10,0,en,"[['Universal Pictures', 'US']]",['US'],['en']
एक विलेन रिटर्न्स,False,"['Drama', 'Thriller']",0,1.165,0.0,0,Sequal of Ek villain,,0,2022-02-11,0,hi,"[['Balaji Telefilms', 'IN'], ['T-Series', 'IN']]",['IN'],['hi']
Il buco,False,['Drama'],0,1.045,0.0,0,"In 1961, a group of speleologists discover the world’s second deepest cave, the Bifurto Abyss.",,0,2022-02-11,0,it,[],[],['it']
Death on the Nile,False,"['Crime', 'Mystery', 'Drama', 'Thriller']",90000000,13.275,0.0,0,Belgian sleuth Hercule Poirot’s Egyptian vacation aboard a glamorous river steamer turns into a terrifying search for a murderer when a picture-perfect couple’s idyllic honeymoon is tragically cut short.,Murder was just the beginning.,0,2022-02-09,126,en,"[['20th Century Studios', 'US'], ['Scott Free Productions', 'GB'], ['Kinberg Genre', 'US'], ['The Mark Gordon Company', 'US'], ['TSG Entertainment', 'US'], ['The Estate of Agatha Christie', 'US']]","['GB', 'US']",['en']
Rasa Krida,False,[],0,0.6,0.0,0,"The second film in the RASA Trilogy, RASA KRIDA will offer the viewer a whole new world of sacred imagination. Unparalleled work in the history of contemporary devotional cinema, the film will depict in the most beautiful natural light Lord Krishna's playful essence. Presented in 2K, the film will become an offering to console the soul.",,0,2022-02-09,89,sa,[],[],[]
The LEGO Batman Movie 2,False,"['Action', 'Fantasy', 'Family', 'Animation', 'Comedy']",0,5.411,0.0,0,Sequel to 'The Lego Batman Movie' (2017),,0,2022-02-04,0,en,[],[],['en']
Jan Koller – Příběh obyčejného kluka,False,['Documentary'],0,0.912,0.0,0,,,0,2022-02-03,0,cs,[],[],['cs']
Scuttlers,False,"['Horror', 'Drama', 'Thriller']",0,2.353,0.0,0,Horror film set in Victorian Manchester following a young group of Scuttlers.,,0,2022-02-01,0,en,"[['Apres Vague Productions', '']]",[],['en']
超能一家人,False,"['Fantasy', 'Comedy']",0,0.6,0.0,0,,,0,2022-02-01,0,zh,[],['CN'],['zh']
Nightmare Alley,False,"['Drama', 'Mystery', 'Thriller']",0,5.938,0.0,0,An ambitious young carny with a talent for manipulating people with a few well-chosen words hooks up with a female psychiatrist who is even more dangerous than he is.,,0,2021-12-03,0,en,"[['TSG Entertainment', 'US'], ['Searchlight Pictures', 'US']]",['US'],['en']
Sladký život,False,[],0,1.246,0.0,0,,,0,2022-01-27,0,cs,[],['CZ'],[]
