Movie_name,Adult,GenreList,Budget,Popularity,VoteAvg,VoteCount,Overview,Tagline,Revenue,ReleaseDate,Runtime,OriginalLanguage,ProductionCompany,ProductionCountry,SpokenLanguage 
Our Family Wedding,False,['Comedy'],14000000,8.863,5.7,88,"The weeks leading up to a young couple's wedding is comic and stressful, especially as their respective fathers try to lay to rest their feud.",To have and to hold... 'Til dads do us part.,21409028,2010-03-12,103,en,"[['Pointe Studios', ''], ['Fox Searchlight Pictures', 'US'], ['Sneak Preview Entertainment', ''], ['Dune Entertainment', 'US']]",['US'],['en']
Separate Lies,False,"['Romance', 'Drama', 'Thriller']",0,8.503,6.0,30,"A cyclist is killed, swiped by a Range Rover in a village lane. James and Anne Manning become involved because the victim is the husband of their cleaner, Maggie. James, a solicitor in the city, soon comes to suspect William Bule, a millionaire playboy who has moved back to the village. William, pressed by James, confesses to the hit and run. But the confession is clouded by Anne's admission of her affair with William.",,0,2005-09-16,85,en,"[['DNA Films', 'GB'], ['UK Film Council', 'GB'], ['Celador Films', '']]",['GB'],['en']
Last Dance,False,"['Drama', 'Thriller']",0,6.367,5.8,48,"Upon taking a new job, young lawyer Rick Hayes is assigned to the clemency case of Cindy Liggett, a woman convicted of first degree murder and sentenced to death. As Hayes investigates the background for her case, the two begin to form a deep friendship, while all the while the date for her execution draws nearer.",Sometimes justice is a crime,5,1996-05-02,103,en,"[['Touchstone Pictures', 'US']]",['US'],['en']
Independence Day: Resurgence,False,"['Action', 'Adventure', 'Science Fiction']",165000000,37.381,5.2,4808,"We always knew they were coming back. Using recovered alien technology, the nations of Earth have collaborated on an immense defense program to protect the planet. But nothing can prepare us for the aliens’ advanced and unprecedented force. Only the ingenuity of a few brave men and women can bring our world back from the brink of extinction.",We had twenty years to prepare. So did they.,389681935,2016-06-22,120,en,"[['20th Century Fox', 'US'], ['TSG Entertainment', 'US'], ['Centropolis Entertainment', ''], ['Stereo D', 'US']]",['US'],['en']
A Good Day to Die Hard,False,"['Action', 'Thriller']",92000000,27.304,5.3,5165,"Iconoclastic, take-no-prisoners cop John McClane, finds himself for the first time on foreign soil after traveling to Moscow to help his wayward son Jack - unaware that Jack is really a highly-trained CIA operative out to stop a nuclear weapons heist. With the Russian underworld in pursuit, and battling a countdown to war, the two McClanes discover that their opposing methods make them unstoppable heroes.",Yippee Ki-Yay Mother Russia,304654182,2013-02-06,98,en,"[['Mid Atlantic Films', 'HU'], ['Ingenious Media', 'GB'], ['Dune Entertainment', 'US'], ['Big Screen Productions', ''], ['Temple Hill Entertainment', 'US'], ['TSG Entertainment', 'US'], ['Giant Pictures', ''], ['Origo Film Group', ''], ['20th Century Fox', 'US']]",['US'],"['en', 'ru']"
The Help,False,['Drama'],25000000,26.648,8.2,5514,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",Change begins with a whisper.,216639112,2011-08-09,146,en,"[['1492 Pictures', 'US'], ['Harbinger Pictures', 'US']]",['US'],['en']
Cousin Bette,False,"['Comedy', 'Drama', 'Romance']",0,5.413,5.9,24,"Cousin Bette is a poor and lonely seamstress, who, after the death of her prominent and wealthy sister, tries to ingratiate herself into lives of her brother-in-law, Baron Hulot, and her niece, Hortense Hulot. Failing to do so, she instead finds solace and company in a handsome young sculptor she saves from starvation. But the aspiring artist soon finds love in the arms of another woman, Hortense, leaving Bette a bitter spinster. Bette plots to take revenge on the family who turned her away and stole her only love. With the help of famed courtesan Jenny Cadine she slowly destroys the lives of those who have scorned her.","Who knew deception, treachery and revenge could be this much fun...",0,1998-06-12,108,en,[],"['GB', 'US']",['en']
Bad Company,False,"['Action', 'Crime', 'Romance', 'Thriller']",0,5.169,4.7,34,"Nelson Crowe is a CIA operative under the thumb of the Company for a disputed delivery of $50,000 in gold. They blackmail him into working for the Grimes Organization, which is set up as a private company for hire, to blackmail prominent individuals. Crowe, working with Margaret Wells (another former Covert Operations operative), blackmails and bribes a State Supreme Court judge, but the deal sours. One of Crowe's co-workers, Tod Stapp, discovers Crowe's current CIA involvement in a plot to overthrow Grimes, and blackmails him to be cut in on the deal. More blackmail occurs as Wells manipulates Crowe to kill Grimes, then the CIA uses that discovery to blackmail Wells into killing Crowe. Who can you trust???",Bribery. Blackmail. Murder. Specialities of the house.,0,1995-01-20,108,en,"[['Touchstone Pictures', 'US'], ['Tool Shed Productions', '']]",['US'],['en']
Kingdom Come,False,"['Comedy', 'Drama']",0,6.786,6.6,15,"When her husband keels over from a stroke, Raynelle Slocumb calls the entire clan together to remember their dearly departed. Family tensions reach a comedic boil as the wildly dysfunctional Slocumbs squabble and fight their way to the funeral.","They're not perfect, but they are family.",0,2001-04-11,94,en,"[['Bates Entertainment', ''], ['Fox Searchlight Pictures', 'US'], ['The Turman-Morrissey Company', '']]",['US'],['en']
Waiting to Exhale,False,"['Comedy', 'Drama', 'Romance']",16000000,7.919,6.4,89,"Cheated on, mistreated and stepped on, the women are holding their breath, waiting for the elusive ""good man"" to break a string of less-than-stellar lovers. Friends and confidants Vannah, Bernie, Glo and Robin talk it all out, determined to find a better way to breathe.",Friends are the people who let you be yourself... and never let you forget it.,81452156,1995-12-22,127,en,"[['20th Century Fox', 'US']]",['US'],['en']
Brown Sugar,False,"['Comedy', 'Romance']",8000000,11.626,6.8,73,"Friends since childhood, a magazine editor and a hip-hop record executive stumble into romantic territory.",When did you first fall in love with hip-hop?,27362712,2002-10-05,109,en,[],[],['en']
Black Swan,False,"['Drama', 'Thriller', 'Horror']",13000000,35.869,7.6,11080,A journey through the psyche of a young ballerina whose starring role as the duplicitous swan queen turns out to be a part for which she becomes frighteningly perfect.,,329398046,2010-12-03,108,en,"[['Dune Entertainment', 'US'], ['Fox Searchlight Pictures', 'US'], ['Cross Creek Pictures', 'US'], ['Protozoa Pictures', 'US']]",['US'],"['en', 'fr', 'it']"
Just Wright,False,"['Comedy', 'Drama', 'Romance']",0,11.617,6.3,282,A physical therapist falls for the basketball player she is helping recover from a career-threatening injury.,In this game every shot counts.,21520719,2010-05-14,100,en,"[['Dune Entertainment', 'US'], ['Flavor Unit Entertainment', ''], ['Fox Searchlight Pictures', 'US']]",['US'],['en']
A Simple Twist of Fate,False,"['Family', 'Comedy']",0,5.924,5.9,67,"When Michael McCann is thrown over by the woman he loves, he becomes something of a misanthrope and a miser, spending all of his spare money on collectible gold coins. Living in the same town is an affluent family with two sons: John and Tanny. Tanny's a wild boy, whom John cannot control, and one night he breaks into McCann's house, and steals the gold and disappears, which nearly confirms McCann's distrust of mankind. But then, a mysterious young woman dies in the snow outside McCann's house, and her small daughter makes her way to McCann's house and into McCann's life and heart.",A twist of fate brought them something wonderful... Each other!,0,1994-09-02,106,en,"[['Touchstone Pictures', 'US']]",['US'],['en']
Before and After,False,"['Drama', 'Thriller', 'Mystery']",35000000,8.567,6.0,110,Two parents deal with the effects when their son is accused of murdering his girlfriend.,A murder. A suspect. A shadow of a doubt.,0,1996-02-23,108,en,"[['Hollywood Pictures', 'US'], ['Caravan Pictures', 'US']]",['US'],"['de', 'en', 'fr']"
Looking for Richard,False,['Documentary'],0,9.42,6.8,95,"Al Pacino's deeply-felt rumination on Shakespeare's significance and relevance to the modern world through interviews and an in-depth analysis of ""Richard III.""",A four hundred year old work-in-progress.,0,1996-10-11,112,en,"[['Chal Productions', ''], ['Jam Productions', ''], ['20th Century Fox', 'US']]",['US'],['en']
The Rocky Horror Picture Show,False,"['Comedy', 'Science Fiction', 'Fantasy', 'Horror']",1200000,12.069,7.6,1927,"Sweethearts Brad and Janet, stuck with a flat tire during a storm, discover the eerie mansion of Dr. Frank-N-Furter, a transvestite scientist. As their innocence is lost, Brad and Janet meet a houseful of wild characters, including a rocking biker and a creepy butler. Through elaborate dances and rock songs, Frank-N-Furter unveils his latest creation: a muscular man named 'Rocky'.",A different set of jaws.,112892319,1975-08-14,100,en,"[['Michael White Productions', ''], ['20th Century Fox', 'US']]","['GB', 'US']",['en']
War Horse,False,"['Drama', 'War', 'Action']",66000000,26.76,7.3,2542,"Follows a young man named Albert and his horse, Joey, and how their bond is broken when Joey is sold to the cavalry and sent to the trenches of World War One. Despite being too young to enlist, Albert heads to France to save his friend.",Separated by War. Tested by Battle. Bound by Friendship.,177584879,2011-12-25,146,en,"[['Touchstone Pictures', 'US'], ['Amblin Entertainment', 'US'], ['Reliance Entertainment', 'IN'], ['DreamWorks Pictures', 'US'], ['The Kennedy/Marshall Company', 'US']]",['US'],['en']
The Closer You Get,False,"['Comedy', 'Romance']",0,2.742,6.4,5,"Irish bachelors take out an ad in the Miami Herald, looking for love.","For five desperate Irishmen, the perfect girl is abroad.",0,2000-12-27,93,en,[],['IE'],['en']
The Great Impostor,False,['Comedy'],0,5.013,7.1,12,"Fictionalized account of Ferdinand Waldo Demara Jr., who stole or created fictional identities and worked in a variety of occupations, most quite successfully.",Will the Real Fred Demara Please Stand Up??,0,1961-03-01,113,en,"[['Universal International Pictures', '']]",['US'],['en']
The Three Stooges,False,['Comedy'],30000000,24.909,5.5,351,"While trying to save their childhood orphanage, Moe, Larry and Curly inadvertently stumble into a murder plot and wind up starring in a reality TV show.",Just Say Moe.,54819301,2012-04-13,92,en,"[['Wessler Entertainment', ''], ['20th Century Fox', 'US'], ['Conundrum Entertainment', ''], ['C3 Entertainment, Inc.', ''], ['Dune Entertainment', 'US']]",['US'],['en']
Rise of the Planet of the Apes,False,"['Thriller', 'Action', 'Drama', 'Science Fiction']",93000000,33.485,7.3,9104,"Scientist Will Rodman is determined to find a cure for Alzheimer's, the disease which has slowly consumed his father. Will feels certain he is close to a breakthrough and tests his latest serum on apes, noticing dramatic increases in intelligence and brain activity in the primate subjects – especially Caesar, his pet chimpanzee.",Evolution Becomes Revolution.,482860185,2011-08-03,105,en,"[['Dune Entertainment III', 'US'], ['Dune Entertainment', 'US'], ['Chernin Entertainment', 'US'], ['Ingenious Media', 'GB'], ['Big Screen Productions', ''], ['20th Century Fox', 'US']]",['US'],['en']
The Sitter,False,['Comedy'],25000000,12.284,5.5,668,"Noah, is not your typical entertain-the-kids-no-matter-how-boring-it-is kind of sitter. He's reluctant to take a sitting gig; he'd rather, well, be doing anything else, especially if it involves slacking. When Noah is watching the neighbor's kid he gets a booty call from his girlfriend in the city. To hook up with her, Noah takes to the streets, but his urban adventure spins out of control as he finds himself on the run from a maniacal drug lord.",Worst. Babysitter. Ever.,34942188,2011-12-09,81,en,"[['Rough House Pictures', 'US'], ['Michael De Luca Productions', 'US'], ['20th Century Fox', 'US']]",['US'],['en']
Another Earth,False,"['Drama', 'Science Fiction']",100000,9.672,6.7,1153,"On the night of the discovery of a duplicate Earth in the Solar system, an ambitious young student and an accomplished composer cross paths in a tragic accident.",,1776935,2011-07-22,92,en,"[['Artists Public Domain', '']]",['US'],"['io', 'en']"
The Watch,False,"['Action', 'Comedy', 'Science Fiction', 'Mystery']",68000000,16.884,5.5,1732,"Four everyday suburban guys come together as an excuse to escape their humdrum lives one night a week. But when they accidentally discover that their town has become overrun with aliens posing as ordinary suburbanites, they have no choice but to save their neighborhood - and the world - from total extermination.",Got Protection?,68267862,2012-07-26,102,en,"[['Dune Entertainment III', 'US'], ['Dune Entertainment', 'US'], ['21 Laps Entertainment', 'US'], ['Ingenious Media', 'GB'], ['Down Productions', ''], ['Big Screen Productions', ''], ['20th Century Fox', 'US']]",['US'],['en']
Belle,False,['Drama'],10900000,8.063,7.2,526,"BELLE is inspired by the true story of Dido Elizabeth Belle, the illegitimate mixed race daughter of a Royal Navy Admiral. Raised by her aristocratic great-uncle Lord Mansfield and his wife, Belle's lineage affords her certain privileges, yet the color of her skin prevents her from fully participating in the traditions of her social standing. Left to wonder if she will ever find love, Belle falls for an idealistic young vicar's son bent on change who, with her help, shapes Lord Mansfield's role as Lord Chief Justice to end slavery in England",Based on the inspiring true story,16505460,2013-05-01,105,en,"[['Pinewood Studios', 'GB'], ['DJ Films', ''], ['Isle of Man Film', 'GB'], ['British Film Institute', 'GB'], ['Metrol Technology', 'GB']]",['GB'],['en']
The Other Woman,False,"['Comedy', 'Romance']",40000000,19.594,6.4,2848,"After discovering her boyfriend is married, Carly soon meets the wife he's been cheating on. And when yet another affair is discovered, all three women team up to plot mutual revenge on the three-timing SOB.",The oddest friends are about to get even,196781193,2014-04-16,109,en,"[['LBI Productions', ''], ['20th Century Fox', 'US']]",['US'],['en']
Exodus: Gods and Kings,False,"['Adventure', 'Drama', 'Action']",140000000,66.819,5.8,3620,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.","Once brothers, now enemies.",268031828,2014-12-03,150,en,"[['Volcano Films', ''], ['Chernin Entertainment', 'US'], ['Scott Free Productions', 'GB'], ['Babieka Films', 'ES']]","['ES', 'GB', 'US']",['en']
Wild,False,['Drama'],15000000,11.76,7.0,1858,A woman with a tragic past decides to start her new life by hiking for one thousand miles on the Pacific Crest Trail.,,52501541,2014-01-16,115,en,"[['bob industries', ''], ['Fox Searchlight Pictures', 'US'], ['Pacific Standard', '']]",['US'],['en']
Wild,False,['Drama'],15000000,11.76,7.0,1858,A woman with a tragic past decides to start her new life by hiking for one thousand miles on the Pacific Crest Trail.,,52501541,2014-01-16,115,en,"[['bob industries', ''], ['Fox Searchlight Pictures', 'US'], ['Pacific Standard', '']]",['US'],['en']
Dom Hemingway,False,"['Comedy', 'Crime', 'Drama']",0,10.239,5.8,381,"After spending 12 years in prison for keeping his mouth shut, notorious safe-cracker Dom Hemingway is back on the streets of London looking to collect what he's owed.",I want my money plus interest… and a present,523511,2013-11-15,93,en,"[['Pinewood Studios', 'GB'], ['Recorded Picture Company', 'GB'], ['BBC Films', 'GB'], ['Isle of Man Film Commission', '']]",['GB'],['en']
The Maze Runner,False,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",34000000,120.668,7.2,13328,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape.",Remember. Survive. Run.,348319861,2014-09-10,113,en,"[['Ingenious Media', 'GB'], ['Gotham Group', 'US'], ['Dayday Films', 'GB'], ['Temple Hill Entertainment', 'US'], ['TSG Entertainment', 'US'], ['20th Century Fox', 'US']]",['US'],['en']
Kingsman: The Secret Service,False,"['Crime', 'Comedy', 'Action', 'Adventure']",81000000,52.629,7.6,12955,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,Manners maketh man.,414351546,2014-12-13,129,en,"[['20th Century Fox', 'US'], ['Marv Films', 'GB'], ['Cloudy Productions', 'GB'], ['TSG Entertainment', 'US']]","['GB', 'US']",['en']
Far from the Madding Crowd,False,"['Drama', 'Romance']",0,13.014,7.0,755,"Based on the literary classic by Thomas Hardy. Bathsheba Everdene, attracts three very different suitors: Gabriel Oak, a sheep farmer, captivated by her fetching willfulness; Frank Troy, a handsome and reckless Sergeant; and William Boldwood, a prosperous and mature bachelor. This timeless story of Bathsheba's choices and passions explores the nature of relationships and love – as well as the human ability to overcome hardships through resilience and perseverance.",,30229977,2015-04-23,119,en,"[['Fox Searchlight Pictures', 'US'], ['BBC Films', 'GB'], ['DNA Films', 'GB']]",['US'],"['en', 'fr', 'it']"
Spy,False,"['Action', 'Comedy', 'Crime']",65000000,21.253,6.8,4863,"A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.",One of the guys. One of the Spies.,235666219,2015-05-06,120,en,"[['Chernin Entertainment', 'US'], ['Feigco Entertainment', 'US'], ['20th Century Fox', 'US'], ['TSG Entertainment', 'US']]",['US'],"['de', 'en', 'fr', 'it']"
Exodus: Gods and Kings,False,"['Adventure', 'Drama', 'Action']",140000000,66.819,5.8,3620,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.","Once brothers, now enemies.",268031828,2014-12-03,150,en,"[['Volcano Films', ''], ['Chernin Entertainment', 'US'], ['Scott Free Productions', 'GB'], ['Babieka Films', 'ES']]","['ES', 'GB', 'US']",['en']
Belle,False,['Drama'],10900000,8.063,7.2,526,"BELLE is inspired by the true story of Dido Elizabeth Belle, the illegitimate mixed race daughter of a Royal Navy Admiral. Raised by her aristocratic great-uncle Lord Mansfield and his wife, Belle's lineage affords her certain privileges, yet the color of her skin prevents her from fully participating in the traditions of her social standing. Left to wonder if she will ever find love, Belle falls for an idealistic young vicar's son bent on change who, with her help, shapes Lord Mansfield's role as Lord Chief Justice to end slavery in England",Based on the inspiring true story,16505460,2013-05-01,105,en,"[['Pinewood Studios', 'GB'], ['DJ Films', ''], ['Isle of Man Film', 'GB'], ['British Film Institute', 'GB'], ['Metrol Technology', 'GB']]",['GB'],['en']
Mistress America,False,['Comedy'],0,9.849,6.6,386,"Tracy, a lonely college freshman in New York, is rescued from her solitude by her soon-to-be stepsister Brooke, an adventurous gal about town who entangles her in alluringly mad schemes.",From Strangers to Sisters.,2500431,2015-08-14,84,en,"[['Fox Searchlight Pictures', 'US'], ['RT Features', 'BR']]","['BR', 'US']",['en']
Why Him?,False,['Comedy'],38000000,20.703,6.3,3248,A dad forms a bitter rivalry with his daughter's young rich boyfriend.,Of all the guys his daughter could have chosen...,118034273,2016-12-22,111,en,"[['21 Laps Entertainment', 'US'], ['TSG Entertainment', 'US'], ['20th Century Fox', 'US'], ['Red Hour', 'US']]",['US'],['en']
Kingsman: The Golden Circle,False,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",104000000,74.669,7.0,7578,"When an attack on the Kingsman headquarters takes place and a new villain rises, Eggsy and Merlin are forced to work together with the American agency known as the Statesman to save the world.",Reports of my death have been greatly exaggerated.,410902662,2017-09-20,141,en,"[['20th Century Fox', 'US'], ['Marv Films', 'GB'], ['Cloudy Productions', 'GB'], ['TSG Entertainment', 'US'], ['Shangri-La Entertainment', 'US']]","['GB', 'US']","['sv', 'en', 'it']"
The Second Best Exotic Marigold Hotel,False,"['Drama', 'Comedy']",10000000,9.392,6.4,523,As the Best Exotic Marigold Hotel has only a single remaining vacancy - posing a rooming predicament for two fresh arrivals - Sonny pursues his expansionist dream of opening a second hotel.,,85978266,2015-02-26,122,en,"[['Fox Searchlight Pictures', 'US'], ['Participant Media', 'US'], ['Blueprint Pictures', 'GB']]","['GB', 'US']",['en']
Hitman: Agent 47,False,"['Action', 'Crime', 'Thriller']",35000000,44.901,5.8,2288,An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry.,Your Number is Up.,81967450,2015-08-20,96,en,"[['Québec Production Services Tax Credit', ''], ['Daybreak Productions', ''], ['Prime Universe Productions', 'US'], ['Giant Pictures', ''], ['TSG Entertainment', 'US'], ['Dayday Films', 'GB'], ['Ingenious Media', 'GB'], ['Fox International Productions', 'US'], ['Deutscher Filmförderfonds', 'DE'], ['20th Century Fox', 'US'], ['Medienboard Berlin-Brandenburg', 'DE']]","['ID', 'DE', 'US']",['en']
Absolutely Fabulous: The Movie,False,['Comedy'],0,10.569,5.4,173,"Edina and Patsy are still oozing glitz and glamor, living the high life they are accustomed to; shopping, drinking and clubbing their way around London's trendiest hot-spots. Blamed for a major incident at an uber fashionable launch party, they become entangled in a media storm and are relentlessly pursued by the paparazzi. Fleeing penniless to the glamorous playground of the super-rich, the French Riviera, they hatch a plan to make their escape permanent and live the high life forever more!",,37915971,2016-07-01,91,en,"[['British Film Company', ''], ['Fox Searchlight Pictures', 'US']]",['GB'],['en']
The Martian,False,"['Drama', 'Adventure', 'Science Fiction']",108000000,40.58,7.7,15482,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",Bring Him Home,630161890,2015-09-30,144,en,"[['Scott Free Productions', 'GB'], ['Mid Atlantic Films', 'HU'], ['International Traders', ''], ['TSG Entertainment', 'US'], ['Genre Films', 'US'], ['20th Century Fox', 'US']]","['GB', 'US']","['en', 'zh']"
War for the Planet of the Apes,False,"['Drama', 'Science Fiction', 'War']",150000000,63.137,7.1,6663,"Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.",For freedom. For family. For the planet.,488533726,2017-07-11,140,en,"[['20th Century Fox', 'US'], ['TSG Entertainment', 'US'], ['Chernin Entertainment', 'US']]","['CA', 'US', 'NZ']",['en']
Maze Runner: The Death Cure,False,"['Science Fiction', 'Action']",62000000,86.383,7.1,5648,"Thomas leads his group of escaped Gladers on their final and most dangerous mission yet. To save their friends, they must break into the legendary Last City, a WCKD-controlled labyrinth that may turn out to be the deadliest maze of all. Anyone who makes it out alive will get answers to the questions the Gladers have been asking since they first arrived in the maze.",The end will be WCKD,288175335,2018-01-10,143,en,"[['Gotham Group', 'US'], ['Temple Hill Entertainment', 'US'], ['20th Century Fox', 'US']]",['US'],['en']
"Three Billboards Outside Ebbing, Missouri",False,"['Crime', 'Drama']",15000000,24.211,8.1,7653,"After seven months have passed without a culprit in her daughter's murder case, Mildred Hayes makes a bold move, painting three signs leading into her town with a controversial message directed at Bill Willoughby, the town's revered chief of police. When his second-in-command Officer Jason Dixon, an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated.",,160192031,2017-11-10,115,en,"[['Blueprint Pictures', 'GB'], ['Cutting Edge Group', 'US'], ['Fox Searchlight Pictures', 'US'], ['Film4 Productions', 'GB']]","['GB', 'US']",['en']
Maze Runner: The Scorch Trials,False,"['Science Fiction', 'Action', 'Thriller']",61000000,69.563,6.7,8051,"Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD’s vastly superior forces and uncover its shocking plans for them all.",The Maze Was Just the Beginning.,312296056,2015-09-09,131,en,"[['Temple Hill Entertainment', 'US'], ['Gotham Group', 'US'], ['TSG Entertainment', 'US'], ['20th Century Fox', 'US']]",['US'],['en']
Murder on the Orient Express,False,"['Mystery', 'Crime', 'Drama']",55000000,22.696,6.7,7442,Genius Belgian detective Hercule Poirot investigates the murder of an American tycoon aboard the Orient Express train.,Everyone is a suspect,351839303,2017-11-03,114,en,"[['The Mark Gordon Company', 'US'], ['Scott Free Productions', 'GB'], ['Latina Pictures', 'MT'], ['Genre Films', 'US'], ['20th Century Fox', 'US'], ['Kinberg Genre', 'US'], ['Agatha Christie Limited', 'GB']]","['US', 'MT']",['en']
Keeping Up with the Joneses,False,"['Action', 'Comedy']",40000000,15.635,6.1,1516,An ordinary suburban couple finds it’s not easy keeping up with the Joneses – their impossibly gorgeous and ultra-sophisticated new neighbors – especially when they discover that Mr. and Mrs. “Jones” are covert operatives.,They lived a normal life... Until the Joneses moved in.,29918745,2016-10-20,105,en,"[['Parkes+MacDonald Image Nation', ''], ['Fox 2000 Pictures', 'US']]",['US'],"['he', 'en']"
Lucy in the Sky,False,"['Drama', 'Science Fiction', 'Thriller']",0,8.342,4.9,92,Astronaut Lucy Cola returns to Earth after a transcendent experience during a mission to space – and begins to lose touch with reality in a world that now seems too small.,,481707,2019-09-20,124,en,"[['Fox Searchlight Pictures', 'US'], ['26 Keys Productions', 'US']]",['US'],['en']
Hitman: Agent 47,False,"['Action', 'Crime', 'Thriller']",35000000,44.901,5.8,2288,An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry.,Your Number is Up.,81967450,2015-08-20,96,en,"[['Québec Production Services Tax Credit', ''], ['Daybreak Productions', ''], ['Prime Universe Productions', 'US'], ['Giant Pictures', ''], ['TSG Entertainment', 'US'], ['Dayday Films', 'GB'], ['Ingenious Media', 'GB'], ['Fox International Productions', 'US'], ['Deutscher Filmförderfonds', 'DE'], ['20th Century Fox', 'US'], ['Medienboard Berlin-Brandenburg', 'DE']]","['ID', 'DE', 'US']",['en']
The Second Best Exotic Marigold Hotel,False,"['Drama', 'Comedy']",10000000,9.392,6.4,523,As the Best Exotic Marigold Hotel has only a single remaining vacancy - posing a rooming predicament for two fresh arrivals - Sonny pursues his expansionist dream of opening a second hotel.,,85978266,2015-02-26,122,en,"[['Fox Searchlight Pictures', 'US'], ['Participant Media', 'US'], ['Blueprint Pictures', 'GB']]","['GB', 'US']",['en']
War for the Planet of the Apes,False,"['Drama', 'Science Fiction', 'War']",150000000,63.137,7.1,6663,"Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.",For freedom. For family. For the planet.,488533726,2017-07-11,140,en,"[['20th Century Fox', 'US'], ['TSG Entertainment', 'US'], ['Chernin Entertainment', 'US']]","['CA', 'US', 'NZ']",['en']
Maze Runner: The Death Cure,False,"['Science Fiction', 'Action']",62000000,86.383,7.1,5648,"Thomas leads his group of escaped Gladers on their final and most dangerous mission yet. To save their friends, they must break into the legendary Last City, a WCKD-controlled labyrinth that may turn out to be the deadliest maze of all. Anyone who makes it out alive will get answers to the questions the Gladers have been asking since they first arrived in the maze.",The end will be WCKD,288175335,2018-01-10,143,en,"[['Gotham Group', 'US'], ['Temple Hill Entertainment', 'US'], ['20th Century Fox', 'US']]",['US'],['en']
Mistress America,False,['Comedy'],0,9.849,6.6,386,"Tracy, a lonely college freshman in New York, is rescued from her solitude by her soon-to-be stepsister Brooke, an adventurous gal about town who entangles her in alluringly mad schemes.",From Strangers to Sisters.,2500431,2015-08-14,84,en,"[['Fox Searchlight Pictures', 'US'], ['RT Features', 'BR']]","['BR', 'US']",['en']
"Nous, Tikopia",False,['Documentary'],0,0.61,0.0,0,,,0,2018-11-07,0,fr,[],[],[]
Downhill,False,"['Drama', 'Comedy']",0,7.691,5.5,164,"Barely escaping an avalanche during a family ski vacation in the Alps, a married couple is thrown into disarray as they are forced to reevaluate their lives and how they feel about each other.",A Different Kind of Disaster Movie.,7547254,2020-02-06,87,en,"[['Searchlight Pictures', 'US'], ['Likely Story', 'US'], ['Filmhaus Films', 'AT']]",['US'],['en']
Ceniza Verde,False,['Documentary'],0,0.633,0.0,0,"In the mountains of Córdoba hides a historical scar. In 1575, hundreds of Hênia-Kâmîare women, children and elders jumped off in order to avoid slavery. A free, poetic view at the very place where the largest mass suicide in the history of the territory known today as Argentina took place. The film is a phantasmagoric trip within this geographical extension, taking it as a vast, green cemetery.",,0,2020-02-15,10,es,[],['AR'],['xx']
Semiotics of the City,False,[],0,0.6,0.0,0,Images of urban situations flicker past in quick succession. They are accompanied by computer-generated voices that list audiovisual details of the footage in alphabetical order. A close-meshed network of terms and categories is created whose object of representing the urbanity shown as completely as possible is successively taken ad absurdum.,,0,2020-05-13,4,en,[],['DE'],[]
